,Tipo,SKU,"GTIN, UPC, EAN o ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿Existencias?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Marcas,Datos personalizados de Blocksy,Imágenes de variación de Blocksy,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1,Nombre del atributo 2,Valor(es) del atributo 2,Atributo visible 2,Atributo global 2,Atributo por defecto 1,Atributo por defecto 2
,variation,,,"Funda mate trasucida magsafe - Azul, iPhone 16",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-19.jpeg,,,IUKU0003,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Azul,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-5.jpeg,,,IUKU0003,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-16.jpeg,,,IUKU0003,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Gris, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-7.jpeg,,,IUKU0003,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Gris,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-3.jpeg,,,IUKU0003,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-2.jpeg,,,IUKU0003,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-3.jpeg,,,IUKU0003,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-2.jpeg,,,IUKU0003,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-13.jpeg,,,IUKU0003,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-13.jpeg,,,IUKU0003,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-9.jpeg,,,IUKU0003,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,30,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,31,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 15",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,32,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,33,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,34,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda mate trasucida magsafe - Rosa, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/03/Mate-de-Goma-26.jpeg,,,IUKU0003,,,,,,35,,,"{""gallery_source"":""default"",""images"":[]}",Color,Rosa,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,1,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,2,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-37.jpeg,,,IUKU0001,,,,,,3,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,4,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,10,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,5,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-35.jpeg,,,IUKU0001,,,,,,8,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,13,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,6,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,7,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-34.jpeg,,,IUKU0001,,,,,,9,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-35.jpeg,,,IUKU0001,,,,,,12,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,10,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,11,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-4.jpeg,,,IUKU0001,,,,,,13,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-4.jpeg,,,IUKU0001,,,,,,16,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,14,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Blanco, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-1.jpeg,,,IUKU0001,,,,,,15,,,"{""gallery_source"":""default"",""images"":[]}",Color,Blanco,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 12 / 12 Pro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,17,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 / 12 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 12 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,18,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 12 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 / 14",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-36.jpeg,,,IUKU0001,,,,,,19,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 / 14,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 Pro",1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,20,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 13 Pro Max",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,21,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 13 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-33.jpeg,,,IUKU0001,,,,,,24,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Pro",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,22,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 14 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,23,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 14 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15",1,0,visible,,,,,taxable,parent,1,1,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-36.jpeg,,,IUKU0001,,,,,,25,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Plus",1,0,visible,,,,,taxable,parent,1,2,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-33.jpeg,,,IUKU0001,,,,,,28,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro",1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,26,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 15 Pro Max",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,27,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 15 Pro Max,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16",1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-10.jpeg,,,IUKU0001,,,,,,29,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Plus",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-10.jpeg,,,IUKU0001,,,,,,32,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Plus,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro",1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,30,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro,,0,,
,variation,,,"Funda ultrafina mate magsafe translúcida rigida - Negro, iPhone 16 Pro Max",1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,399,,,,https://iuku.store/wp-content/uploads/2025/02/Untitled-7.jpeg,,,IUKU0001,,,,,,31,,,"{""gallery_source"":""default"",""images"":[]}",Color,Negro,,0,Modelo,iPhone 16 Pro Max,,0,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 12 / 12 Pro,1,0,visible,,,,,taxable,parent,1,9,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,1,,,,Modelo,iPhone 12 / 12 Pro,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 12 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,2,,,,Modelo,iPhone 12 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 13 / 13 Pro / 14,1,0,visible,,,,,taxable,parent,1,12,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,3,,,,Modelo,iPhone 13 / 13 Pro / 14,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 13 Pro Max,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,4,,,,Modelo,iPhone 13 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 14 Plus,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,5,,,,Modelo,iPhone 14 Plus,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 14 Pro,1,0,visible,,,,,taxable,parent,1,5,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,6,,,,Modelo,iPhone 14 Pro,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 14 Pro Max,1,0,visible,,,,,taxable,parent,1,4,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,7,,,,Modelo,iPhone 14 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 15 / 15 Pro / 16,1,0,visible,,,,,taxable,parent,1,19,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,10,,,,Modelo,iPhone 15 / 15 Pro / 16,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 15 Plus / 15 Pro Max,1,0,visible,,,,,taxable,parent,1,6,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,8,,,,Modelo,iPhone 15 Plus / 15 Pro Max,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 16 Plus,1,0,visible,,,,,taxable,parent,1,3,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,9,,,,Modelo,iPhone 16 Plus,,0,,,,,,
,variation,,,Mica de Cristal Templado 9D Transparente - iPhone 16 Pro,1,0,visible,,,,,taxable,parent,1,7,,0,0,,,,,0,,,149,,,,,,,IUKU0007,,,,,,11,,,,Modelo,iPhone 16 Pro,,0,,,,,,
